t_s,F_N,p_kPa,thickness_um,T_degC,V_V,I_A,soc,seg_type
4406.0,371.6828114734635,29.867893442478774,4974.337803592904,25.0,3.6005000000000003,5.0,0.24277777777777798,discharge
4407.0,372.39180566633934,29.92082819750663,4974.292393778748,25.0,3.6002500000000004,5.0,0.24250000000000016,discharge
4408.0,369.9850319190871,29.74296532733979,4974.199246512975,25.0,3.6,5.0,0.24222222222222234,discharge
4409.0,372.4449840472432,29.92560067016617,4974.215936530073,25.0,3.5997500000000002,5.0,0.24194444444444452,discharge
4410.0,370.86153578697827,29.80872487310951,4974.236642887505,25.0,3.5995,5.0,0.2416666666666667,discharge
4411.0,370.5183374001681,29.7837194370495,4974.185404765865,25.0,3.59925,5.0,0.24138888888888888,discharge
4412.0,372.0842045037416,29.90012625953642,4974.210422828016,25.0,3.599,5.0,0.24111111111111105,discharge
4413.0,370.87279010087786,29.810808525990957,4973.998451526799,25.0,3.5987500000000003,5.0,0.24083333333333345,discharge
4414.0,368.96139008453474,29.669640006261844,4974.02119842966,25.0,3.5985,5.0,0.24055555555555563,discharge
4415.0,370.0785188688725,29.752806953249817,4973.909779593047,25.0,3.59825,5.0,0.24027777777777803,discharge
4416.0,369.22731476404545,29.690171464003377,4973.9946441536,25.0,3.5980000000000003,5.0,0.24,discharge
4417.0,370.12559974259045,29.757127758710403,4973.994462954543,25.0,3.5977500000000004,5.0,0.2397222222222224,discharge
4418.0,369.2507089945144,29.692737703297382,4973.938746398058,25.0,3.5975,5.0,0.23944444444444457,discharge
4419.0,369.2427940811498,29.692568080085167,4973.970358665815,25.0,3.5972500000000003,5.0,0.23916666666666697,discharge
4420.0,370.4018583945849,29.778841362561835,4973.94635559435,25.0,3.597,5.0,0.23888888888888893,discharge
4421.0,367.61069350684784,29.572505074581315,4973.782381078445,25.0,3.59675,5.0,0.2386111111111111,discharge
4422.0,369.446210756088,29.708885981932447,4973.832938776757,25.0,3.5965000000000003,5.0,0.23833333333333329,discharge
4423.0,368.79254978716904,29.660883317568093,4973.807533416559,25.0,3.59625,5.0,0.23805555555555546,discharge
4424.0,369.21066983568926,29.692271839680686,4973.681981590752,25.0,3.596,5.0,0.23777777777777787,discharge
4425.0,366.37707984627923,29.48279295157625,4973.794020411023,25.0,3.5957500000000002,5.0,0.23750000000000004,discharge
4426.0,367.65516303310096,29.577882446896368,4973.696030092434,25.0,3.5955000000000004,5.0,0.23722222222222245,discharge
4427.0,368.06297024620017,29.60850705527408,4973.5992429512235,25.0,3.59525,5.0,0.2369444444444444,discharge
4428.0,369.98429333652075,29.751243950853393,4973.653896545443,25.0,3.595,5.0,0.2366666666666668,discharge
4429.0,366.93685058483095,29.525924117394887,4973.6578575806225,25.0,3.5947500000000003,5.0,0.23638888888888898,discharge
4430.0,366.92982023524746,29.525820017425723,4973.6017330456325,25.0,3.5945,5.0,0.23611111111111116,discharge
4431.0,367.72354025965524,29.585030759974458,4973.597255019323,25.0,3.59425,5.0,0.23583333333333334,discharge
4432.0,368.0938452906705,29.61287742893856,4973.570597500413,25.0,3.5940000000000003,5.0,0.23555555555555552,discharge
4433.0,367.0242515755208,29.53406493152005,4973.479372127198,25.0,3.59375,5.0,0.2352777777777777,discharge
4434.0,367.58431954491766,29.575968114438353,4973.531195738108,25.0,3.5935,5.0,0.2350000000000001,discharge
4435.0,365.72378479453414,29.43856739218772,4973.399198739926,25.0,3.5932500000000003,5.0,0.23472222222222228,discharge
4436.0,368.9100324073661,29.675002400545644,4973.400498390449,25.0,3.593,5.0,0.23444444444444446,discharge
4437.0,366.74301642500313,29.514899364815058,4973.341703350612,25.0,3.59275,5.0,0.23416666666666686,discharge
4438.0,367.0707376449436,29.53959167740323,4973.4359509918995,25.0,3.5925000000000002,5.0,0.23388888888888903,discharge
4439.0,369.5063730905507,29.720425784485236,4973.49239606327,25.0,3.5922500000000004,5.0,0.2336111111111112,discharge
4440.0,366.1029625754386,29.468737968551004,4973.30402875502,25.0,3.592,5.0,0.2333333333333334,discharge
4441.0,365.2856444689809,29.408612553257832,4973.364534827692,25.0,3.59175,5.0,0.2330555555555558,discharge
4442.0,365.3984315420897,29.417383817932553,4973.269644261821,25.0,3.5915,5.0,0.23277777777777775,discharge
4443.0,367.91984328689216,29.60457172495496,4973.214296984667,25.0,3.59125,5.0,0.23250000000000015,discharge
4444.0,365.9206711645355,29.456901567743373,4973.198314095458,25.0,3.591,5.0,0.23222222222222233,discharge
4445.0,365.1882393900255,29.40306402889079,4973.159708525611,25.0,3.5907500000000003,5.0,0.2319444444444445,discharge
4446.0,365.79625975024385,29.448519240758813,4973.147953869332,25.0,3.5905,5.0,0.2316666666666667,discharge
4447.0,365.6456453762946,29.437779287132948,4973.092806005674,25.0,3.59025,5.0,0.2313888888888891,discharge
4448.0,366.56180664176316,29.50605975124172,4973.082957558504,25.0,3.5900000000000003,5.0,0.23111111111111127,discharge
4449.0,366.1369376972335,29.475004644239526,4973.05926568265,25.0,3.5897500000000004,5.0,0.23083333333333345,discharge
4450.0,365.65500229209954,29.43972239200736,4973.113794504298,25.0,3.5895,5.0,0.23055555555555562,discharge
4451.0,365.62192663888743,29.43768901028797,4973.0638919997655,25.0,3.58925,5.0,0.23027777777777758,discharge
4452.0,364.19419897391754,29.332348072142032,4973.072088814107,25.0,3.589,5.0,0.22999999999999998,discharge
4453.0,363.60210641815297,29.288906030974296,4973.100438235676,25.0,3.58875,5.0,0.22972222222222216,discharge
4454.0,365.12857978101863,29.402394798593967,4972.830187924256,25.0,3.5885000000000002,5.0,0.22944444444444456,discharge
4455.0,365.11035121459815,29.401461201081347,4972.781622014276,25.0,3.5882500000000004,5.0,0.22916666666666696,discharge
4456.0,364.61655616697965,29.365300456813316,4972.916589154673,25.0,3.5880000000000005,5.0,0.22888888888888914,discharge
4457.0,364.5941675418587,29.364058706804343,4972.882622917832,25.0,3.58775,5.0,0.22861111111111132,discharge
4458.0,364.8001369106737,29.379732363753604,4972.796975992735,25.0,3.5875000000000004,5.0,0.2283333333333335,discharge
4459.0,362.8887121703117,29.23856201261568,4972.799360481422,25.0,3.58725,5.0,0.22805555555555568,discharge
4460.0,363.5511950832366,29.288051487647145,4972.698455414667,25.0,3.587,5.0,0.22777777777777786,discharge
4461.0,362.885456910592,29.23915421559942,4972.74303758423,25.0,3.5867500000000003,5.0,0.22750000000000004,discharge
4462.0,361.75287690155517,29.155676066781865,4972.67768567399,25.0,3.5865,5.0,0.227222222222222,discharge
4463.0,364.0064445936317,29.323023673602343,4972.826409410511,25.0,3.58625,5.0,0.2269444444444444,discharge
4464.0,363.10742745011737,29.256846477786468,4972.6652968231865,25.0,3.586,5.0,0.22666666666666657,discharge
4465.0,363.60386541286186,29.294036326878654,4972.670553316411,25.0,3.58575,5.0,0.22638888888888897,discharge
4466.0,363.6888994104745,29.300751808183293,4972.713516423308,25.0,3.5855,5.0,0.22611111111111115,discharge
4467.0,362.0145955438793,29.177145966213274,4972.5963288538605,25.0,3.5852500000000007,5.0,0.22583333333333377,discharge
4468.0,364.2868714463433,29.345879366395785,4972.538517808774,25.0,3.5850000000000004,5.0,0.22555555555555573,discharge
4469.0,362.9439049734682,29.246817035071714,4972.5321994921505,25.0,3.58475,5.0,0.2252777777777779,discharge
4470.0,363.51079579462714,29.28922561441682,4972.4544639131445,25.0,3.5845000000000002,5.0,0.2250000000000001,discharge
4471.0,364.0567428718316,29.330082805320863,4972.537556433861,25.0,3.58425,5.0,0.22472222222222227,discharge
4472.0,361.74739903183604,29.159436965321177,4972.362207297111,25.0,3.584,5.0,0.22444444444444445,discharge
4473.0,361.46867877279317,29.139207686873554,4972.359435586524,25.0,3.5837499999999998,5.0,0.2241666666666664,discharge
4474.0,362.12530530009076,29.18826335556229,4972.449244053843,25.0,3.5835,5.0,0.2238888888888888,discharge
4475.0,362.9169781251027,29.247322453711313,4972.304331449291,25.0,3.58325,5.0,0.2236111111111112,discharge
4476.0,362.8098219182074,29.239801623570933,4972.263314807237,25.0,3.583,5.0,0.22333333333333338,discharge
4477.0,359.55901039515584,28.9994174366782,4972.284391218131,25.0,3.5827500000000003,5.0,0.22305555555555578,discharge
4478.0,362.8258647321296,29.241823313491082,4972.261155558982,25.0,3.5825000000000005,5.0,0.22277777777777819,discharge
4479.0,360.8050766846725,29.092551976642405,4972.271552912659,25.0,3.58225,5.0,0.22250000000000014,discharge
4480.0,361.6022304562191,29.152017070831036,4972.22826583424,25.0,3.5820000000000003,5.0,0.22222222222222232,discharge
4481.0,359.64851227700126,29.007713872370466,4972.215416074499,25.0,3.58175,5.0,0.2219444444444445,discharge
4482.0,359.95114601500586,29.03054785296341,4972.228122247103,25.0,3.5815,5.0,0.22166666666666668,discharge
4483.0,361.0607690841456,29.11315882104782,4972.083091460892,25.0,3.5812500000000003,5.0,0.22138888888888886,discharge
4484.0,358.77123173474956,28.94398012849998,4972.144296633934,25.0,3.5810000000000004,5.0,0.22111111111111126,discharge
4485.0,361.2245661906792,29.126125273383643,4972.176091547575,25.0,3.58075,5.0,0.22083333333333321,discharge
4486.0,359.73904417152437,29.01650327196476,4972.08129950513,25.0,3.5805000000000002,5.0,0.22055555555555562,discharge
4487.0,360.4157321292769,29.067044972539023,4972.0561935913565,25.0,3.5802500000000004,5.0,0.22027777777777802,discharge
4488.0,360.1482048563481,29.047644804173935,4972.000098795162,25.0,3.58,5.0,0.2200000000000002,discharge
4489.0,359.3070084966838,28.98575062938398,4971.962136402307,25.0,3.5797500000000007,5.0,0.2197222222222226,discharge
4490.0,361.0356418518801,29.114214211250385,4971.899513740512,25.0,3.5795000000000003,5.0,0.21944444444444455,discharge
4491.0,361.9246480740637,29.180483190671396,4971.854130729685,25.0,3.57925,5.0,0.21916666666666673,discharge
4492.0,360.0752006844963,29.043903754407133,4971.936920185576,25.0,3.579,5.0,0.2188888888888889,discharge
4493.0,357.58989350251227,28.86022359277868,4971.8681916694795,25.0,3.5787500000000003,5.0,0.2186111111111111,discharge
4494.0,359.2885723241452,28.98646832030706,4971.862979139226,25.0,3.5785,5.0,0.21833333333333327,discharge
4495.0,358.80203808964563,28.950845414047848,4971.771681112678,25.0,3.57825,5.0,0.21805555555555567,discharge
4496.0,359.79931056208943,29.02513411571033,4971.793566527593,25.0,3.5780000000000003,5.0,0.21777777777777785,discharge
4497.0,358.81137425524105,28.952370315203048,4971.784090574936,25.0,3.5777500000000004,5.0,0.21750000000000025,discharge
4498.0,360.75435228377785,29.096711280279848,4971.724974112228,25.0,3.5775,5.0,0.21722222222222243,discharge
4499.0,359.16539944856754,28.979427736930923,4971.724408376272,25.0,3.5772500000000003,5.0,0.21694444444444438,discharge
4500.0,358.931744323442,28.962536616551247,4971.586424817008,25.0,3.5770000000000004,5.0,0.21666666666666679,discharge
4501.0,357.85144121139126,28.882930830473434,4971.647418652496,25.0,3.57675,5.0,0.21638888888888896,discharge
4502.0,357.16613742683546,28.832584253839677,4971.520359709789,25.0,3.5765000000000002,5.0,0.21611111111111114,discharge
4503.0,357.83181001781327,28.882310001319496,4971.559708437401,25.0,3.57625,5.0,0.21583333333333332,discharge
4504.0,357.9807569806251,28.89375977634259,4971.572345916717,25.0,3.576,5.0,0.2155555555555555,discharge
4505.0,358.118111609028,28.904350859927987,4971.582794558544,25.0,3.57575,5.0,0.21527777777777768,discharge
4506.0,357.70118957628495,28.873884413058143,4971.564169999871,25.0,3.5755000000000003,5.0,0.21500000000000008,discharge
4507.0,357.0812045154346,28.828376260402564,4971.4634782000285,25.0,3.57525,5.0,0.21472222222222226,discharge
4508.0,357.2717340431543,28.842906225418837,4971.422118143569,25.0,3.575,5.0,0.21444444444444466,discharge
4509.0,356.62071426141074,28.79509920454894,4971.433995456786,25.0,3.5747500000000003,5.0,0.21416666666666684,discharge
4510.0,355.9548357732382,28.74619153875839,4971.445056787234,25.0,3.5745000000000005,5.0,0.21388888888888902,discharge
4511.0,355.93805341387633,28.74536506769453,4971.398049014767,25.0,3.57425,5.0,0.2136111111111112,discharge
4512.0,357.15958472764953,28.836265535381436,4971.346401702927,25.0,3.5740000000000003,5.0,0.21333333333333337,discharge
4513.0,357.25337268206385,28.843629457930653,4971.290631140099,25.0,3.5737500000000004,5.0,0.21305555555555578,discharge
4514.0,356.17226506582176,28.763964078949755,4971.232505893819,25.0,3.5735,5.0,0.21277777777777773,discharge
4515.0,356.11339604283614,28.760020077247113,4971.219945809439,25.0,3.5732500000000003,5.0,0.21250000000000013,discharge
4516.0,356.6573837381135,28.800732128749132,4971.23332727954,25.0,3.5730000000000004,5.0,0.2122222222222223,discharge
4517.0,355.83584354692823,28.740293966439125,4971.221080359504,25.0,3.57275,5.0,0.2119444444444445,discharge
4518.0,358.9751298146374,28.973250356639795,4971.051410291437,25.0,3.5725000000000002,5.0,0.21166666666666667,discharge
4519.0,355.82300581839786,28.74017635691836,4971.154202398692,25.0,3.5722500000000004,5.0,0.21138888888888907,discharge
4520.0,355.03613787753795,28.682306509447272,4971.100937273289,25.0,3.572,5.0,0.21111111111111125,discharge
4521.0,353.6058636588783,28.576776937694703,4971.11846602517,25.0,3.57175,5.0,0.2108333333333332,discharge
4522.0,355.4879398079639,28.71660665244179,4971.047445349709,25.0,3.5715000000000003,5.0,0.2105555555555556,discharge
4523.0,356.1639003344269,28.7670944692168,4971.078275966105,25.0,3.57125,5.0,0.21027777777777779,discharge
4524.0,354.9436702749049,28.677123724067016,4970.975800027292,25.0,3.571,5.0,0.2100000000000002,discharge
4525.0,356.102286794851,28.76336383665563,4970.937604727356,25.0,3.5707500000000003,5.0,0.2097222222222226,discharge
4526.0,354.1291848713869,28.617624805287925,4970.979109778627,25.0,3.5705,5.0,0.20944444444444454,discharge
4527.0,354.4822238018055,28.64419250383746,4970.902332691472,25.0,3.57025,5.0,0.20916666666666672,discharge
4528.0,354.259072535011,28.628079447037848,4970.861087472673,25.0,3.5700000000000003,5.0,0.20888888888888912,discharge
4529.0,353.5542279702521,28.576285405203862,4970.745408547105,25.0,3.5697500000000004,5.0,0.2086111111111113,discharge
4530.0,352.6840265829205,28.512242709845964,4970.78102826056,25.0,3.5695,5.0,0.20833333333333348,discharge
4531.0,353.07498614116264,28.54161934378984,4970.919620705869,25.0,3.5692500000000003,5.0,0.20805555555555566,discharge
4532.0,351.9870912086242,28.46145120063884,4970.785303254214,25.0,3.569,5.0,0.20777777777777784,discharge
4533.0,354.509090375292,28.648682620391988,4970.753200430152,25.0,3.56875,5.0,0.20750000000000002,discharge
4534.0,353.4396763271926,28.569883431643902,4970.677415877927,25.0,3.5685000000000002,5.0,0.2072222222222222,discharge
4535.0,353.36850847931737,28.565028405875374,4970.695107086389,25.0,3.5682500000000004,5.0,0.2069444444444446,discharge
4536.0,352.7590264543953,28.520298255881137,4970.65651038741,25.0,3.5680000000000005,5.0,0.206666666666667,discharge
4537.0,354.1461874694537,28.623467590329895,4970.671814793354,25.0,3.56775,5.0,0.20638888888888896,discharge
4538.0,352.2092808272595,28.48040969090811,4970.641559616937,25.0,3.5675000000000003,5.0,0.20611111111111136,discharge
4539.0,354.6013846920083,28.658019236445043,4970.53835356538,25.0,3.5672500000000005,5.0,0.20583333333333353,discharge
4540.0,353.8627810164429,28.60372451973651,4970.5036154628015,25.0,3.567,5.0,0.2055555555555557,discharge
4541.0,351.9397748485062,28.461696285074524,4970.496294236542,25.0,3.5667500000000003,5.0,0.2052777777777779,discharge
4542.0,352.2994442727048,28.488755131311464,4970.54356041797,25.0,3.5665,5.0,0.20500000000000007,discharge
4543.0,352.99024512634537,28.540342231581143,4970.439857503663,25.0,3.56625,5.0,0.20472222222222225,discharge
4544.0,353.47364023520095,28.57656594334822,4970.4599994812015,25.0,3.5660000000000003,5.0,0.20444444444444443,discharge
4545.0,351.2910690435292,28.415310669891056,4970.469103980588,25.0,3.56575,5.0,0.20416666666666639,discharge
4546.0,351.4454471455789,28.427162751524364,4970.323663009074,25.0,3.5655,5.0,0.2038888888888888,discharge
4547.0,354.31052196748146,28.639807182776416,4970.283074244237,25.0,3.5652500000000003,5.0,0.2036111111111112,discharge
4548.0,352.5862411190035,28.512499342148402,4970.280694568763,25.0,3.565,5.0,0.20333333333333337,discharge
4549.0,352.4242763141697,28.50091861586442,4970.271143999434,25.0,3.56475,5.0,0.20305555555555577,discharge
4550.0,353.32251387268036,28.56787139797632,4970.349944594886,25.0,3.5645000000000007,5.0,0.20277777777777817,discharge
4551.0,351.6958581990225,28.447795051779444,4970.208905856016,25.0,3.5642500000000004,5.0,0.20250000000000012,discharge
4552.0,350.6548633506269,28.37110098893531,4970.236716270055,25.0,3.564,5.0,0.2022222222222223,discharge
4553.0,349.24331335581746,28.266958396727212,4970.222285363816,25.0,3.56375,5.0,0.20194444444444448,discharge
4554.0,351.6951382248004,28.44899172035558,4970.1996715670975,25.0,3.5635000000000003,5.0,0.20166666666666666,discharge
4555.0,349.56108091125236,28.291330067500184,4970.07484016674,25.0,3.56325,5.0,0.20138888888888884,discharge
4556.0,351.22631603549985,28.415097484111094,4970.113226549962,25.0,3.563,5.0,0.20111111111111124,discharge
4557.0,348.4418360928415,28.20925637724755,4970.033961929973,25.0,3.56275,5.0,0.2008333333333332,discharge
4558.0,349.80342555212076,28.31053152237933,4969.989563888971,25.0,3.5625,5.0,0.2005555555555556,discharge
4559.0,350.1209236632237,28.334466567646203,4969.956495674622,25.0,3.56225,5.0,0.200277777777778,discharge
4560.0,388.74847845505366,30.69618358926323,4977.969615240947,25.0,3.58,-0.0,0.2,creep_hold
4561.0,389.3699115572484,30.74263233757396,4977.966248307571,25.0,3.58,-0.0,0.2,creep_hold
4562.0,389.00172555885024,30.71577596732224,4978.059543577189,25.0,3.58,-0.0,0.2,creep_hold
4563.0,389.88021258493706,30.78126574703237,4978.021789640913,25.0,3.58,-0.0,0.2,creep_hold
4564.0,388.4083509508071,30.672655625985712,4977.831520973293,25.0,3.58,-0.0,0.2,creep_hold
4565.0,389.3224319555977,30.740781996710943,4977.896829311905,25.0,3.58,-0.0,0.2,creep_hold
4566.0,390.8758051609949,30.85626334525888,4977.928789760741,25.0,3.58,-0.0,0.2,creep_hold
4567.0,390.81975908317617,30.852528450605643,4977.933413407892,25.0,3.58,-0.0,0.2,creep_hold
4568.0,391.226688294356,30.883088021804145,4977.966209262833,25.0,3.58,-0.0,0.2,creep_hold
4569.0,389.6689370484136,30.76811570728989,4977.855019841432,25.0,3.58,-0.0,0.2,creep_hold
4570.0,388.7641731590596,30.70151282659701,4977.871542586332,25.0,3.58,-0.0,0.2,creep_hold
4571.0,389.41756460536607,30.750328859656747,4977.839549261949,25.0,3.58,-0.0,0.2,creep_hold
4572.0,389.7169961221371,30.772925638676824,4977.848412292821,25.0,3.58,-0.0,0.2,creep_hold
4573.0,389.20436392412114,30.7353695499349,4977.741241529472,25.0,3.58,-0.0,0.2,creep_hold
4574.0,390.2926148280192,30.816397394668087,4977.69744862761,25.0,3.58,-0.0,0.2,creep_hold
4575.0,388.1027922448616,30.654604981100864,4977.83263291721,25.0,3.58,-0.0,0.2,creep_hold
4576.0,388.4713063974991,30.68231899240734,4977.672981576271,25.0,3.58,-0.0,0.2,creep_hold
4577.0,387.0768538283603,30.579442876174834,4977.724547878625,25.0,3.58,-0.0,0.2,creep_hold
4578.0,388.093942300666,30.65519942967896,4977.658680377809,25.0,3.58,-0.0,0.2,creep_hold
4579.0,389.6732492593768,30.772601796990877,4977.693840312551,25.0,3.58,-0.0,0.2,creep_hold
4580.0,388.40417711886175,30.679013119915687,4977.644133455534,25.0,3.58,-0.0,0.2,creep_hold
4581.0,389.0183077728884,30.72492094613988,4977.709367379774,25.0,3.58,-0.0,0.2,creep_hold
4582.0,388.6165222409789,30.69557572155399,4977.60013031242,25.0,3.58,-0.0,0.2,creep_hold
4583.0,389.0719253669098,30.72972595310443,4977.592878848162,25.0,3.58,-0.0,0.2,creep_hold
4584.0,387.1910720984311,30.59082015543934,4977.592904774979,25.0,3.58,-0.0,0.2,creep_hold
4585.0,388.4802302383322,30.68673001765424,4977.542250435657,25.0,3.58,-0.0,0.2,creep_hold
4586.0,388.5440342232028,30.69187290542243,4977.532739165476,25.0,3.58,-0.0,0.2,creep_hold
4587.0,388.9409450792938,30.72169037624398,4977.569681857548,25.0,3.58,-0.0,0.2,creep_hold
4588.0,389.097041428547,30.73366973544793,4977.569509624263,25.0,3.58,-0.0,0.2,creep_hold
4589.0,387.12486343734633,30.587999143507133,4977.607873492162,25.0,3.58,-0.0,0.2,creep_hold
4590.0,386.10975797365046,30.513222812863,4977.463659456954,25.0,3.58,-0.0,0.2,creep_hold
4591.0,386.81867918958767,30.56615216219168,4977.552804492505,25.0,3.58,-0.0,0.2,creep_hold
4592.0,388.7037641541905,30.706204752162257,4977.502059705823,25.0,3.58,-0.0,0.2,creep_hold
4593.0,386.3066016633147,30.5290538269122,4977.50016162283,25.0,3.58,-0.0,0.2,creep_hold
4594.0,385.8431389142086,30.49513991957101,4977.485040491408,25.0,3.58,-0.0,0.2,creep_hold
4595.0,385.8283165510125,30.49445863340833,4977.452518745124,25.0,3.58,-0.0,0.2,creep_hold
4596.0,385.7588649788865,30.48973073917678,4977.439062256707,25.0,3.58,-0.0,0.2,creep_hold
4597.0,387.6998848124938,30.63392665277732,4977.479985672265,25.0,3.58,-0.0,0.2,creep_hold
4598.0,386.1317877064999,30.51818797825925,4977.378022707257,25.0,3.58,-0.0,0.2,creep_hold
4599.0,386.19487105392017,30.52327748547557,4977.369765231935,25.0,3.58,-0.0,0.2,creep_hold
4600.0,387.882673581304,30.64871656157808,4977.342224863714,25.0,3.58,-0.0,0.2,creep_hold
4601.0,387.5958977407864,30.627890573391586,4977.3714450084,25.0,3.58,-0.0,0.2,creep_hold
4602.0,387.46184021397175,30.6183770528868,4977.401011477825,25.0,3.58,-0.0,0.2,creep_hold
4603.0,385.7355699349918,30.490921847036432,4977.212677990612,25.0,3.58,-0.0,0.2,creep_hold
4604.0,384.7180298973343,30.41596517758032,4977.352259051459,25.0,3.58,-0.0,0.2,creep_hold
4605.0,386.6942383168896,30.56276765310293,4977.302846359156,25.0,3.58,-0.0,0.2,creep_hold
4606.0,388.0183928520393,30.6612698408918,4977.35726644329,25.0,3.58,-0.0,0.2,creep_hold
4607.0,385.8277426764057,30.4994161241782,4977.239108386036,25.0,3.58,-0.0,0.2,creep_hold
4608.0,385.83296113434784,30.500219343285025,4977.159772871392,25.0,3.58,-0.0,0.2,creep_hold
4609.0,382.7776352792828,30.274315576243172,4977.260668622955,25.0,3.58,-0.0,0.2,creep_hold
4610.0,387.6793609097041,30.63782303034845,4977.181022159987,25.0,3.58,-0.0,0.2,creep_hold
4611.0,385.6689613521838,30.48932121127288,4977.196312120454,25.0,3.58,-0.0,0.2,creep_hold
4612.0,384.0483417412253,30.3696919808315,4977.195399998791,25.0,3.58,-0.0,0.2,creep_hold
4613.0,385.6517070943117,30.48887645143049,4977.229954456608,25.0,3.58,-0.0,0.2,creep_hold
4614.0,385.0368020260018,30.44374459451865,4977.092508918733,25.0,3.58,-0.0,0.2,creep_hold
4615.0,386.1818481517349,30.528979492721103,4976.994542723732,25.0,3.58,-0.0,0.2,creep_hold
4616.0,387.6288008719443,30.63657784236624,4977.149937866783,25.0,3.58,-0.0,0.2,creep_hold
4617.0,384.59211230986784,30.41205461554577,4977.055677008759,25.0,3.58,-0.0,0.2,creep_hold
4618.0,385.4746998536531,30.477848137307635,4977.048337205778,25.0,3.58,-0.0,0.2,creep_hold
4619.0,384.8562717707448,30.43245531635147,4977.047031653144,25.0,3.58,-0.0,0.2,creep_hold
4620.0,384.4986439885608,30.40638103618969,4976.986905681608,25.0,3.58,-0.0,0.2,creep_hold
4621.0,385.5453005606011,30.484327819303783,4977.031176721908,25.0,3.58,-0.0,0.2,creep_hold
4622.0,386.55474099391176,30.55951785140087,4976.999976965751,25.0,3.58,-0.0,0.2,creep_hold
4623.0,385.3695216458289,30.47214049228362,4977.001174079238,25.0,3.58,-0.0,0.2,creep_hold
4624.0,384.4252287571307,30.402609537565237,4976.861254438693,25.0,3.58,-0.0,0.2,creep_hold
4625.0,385.2927409961633,30.467286370086168,4976.892663433616,25.0,3.58,-0.0,0.2,creep_hold
4626.0,384.93348693522,30.441091624831103,4977.070073601745,25.0,3.58,-0.0,0.2,creep_hold
4627.0,385.434573730831,30.47862583191341,4976.849518916471,25.0,3.58,-0.0,0.2,creep_hold
4628.0,383.9905195842,30.37207552475555,4976.974429613261,25.0,3.58,-0.0,0.2,creep_hold
4629.0,384.6027095021932,30.41783959275505,4976.944753535016,25.0,3.58,-0.0,0.2,creep_hold
4630.0,386.0351535612092,30.52436322675624,4976.849267257486,25.0,3.58,-0.0,0.2,creep_hold
4631.0,384.3297491691032,30.398453642155783,4976.862303193949,25.0,3.58,-0.0,0.2,creep_hold
4632.0,385.2108011132574,30.464133415796844,4976.83601333249,25.0,3.58,-0.0,0.2,creep_hold
4633.0,384.1464278664094,30.38570761973403,4976.732163303677,25.0,3.58,-0.0,0.2,creep_hold
4634.0,384.15072901281474,30.38644288983813,4976.706535336727,25.0,3.58,-0.0,0.2,creep_hold
4635.0,383.260785400036,30.320937807410072,4976.842261917223,25.0,3.58,-0.0,0.2,creep_hold
4636.0,386.77645887305954,30.581774731337745,4976.760035162902,25.0,3.58,-0.0,0.2,creep_hold
4637.0,385.0481875600854,30.45417130074707,4976.7269382077,25.0,3.58,-0.0,0.2,creep_hold
4638.0,384.9543655965269,30.44763819233533,4976.707262327585,25.0,3.58,-0.0,0.2,creep_hold
4639.0,384.8550402053993,30.44069742262217,4976.769822377027,25.0,3.58,-0.0,0.2,creep_hold
4640.0,382.601136701568,30.274158274190217,4976.729612190275,25.0,3.58,-0.0,0.2,creep_hold
4641.0,382.7864516986037,30.288301977674355,4976.710311695006,25.0,3.58,-0.0,0.2,creep_hold
4642.0,383.28739859744974,30.325825822033316,4976.69027478814,25.0,3.58,-0.0,0.2,creep_hold
4643.0,381.71142383886814,30.209503617693937,4976.671604740344,25.0,3.58,-0.0,0.2,creep_hold
4644.0,382.413147230387,30.26189979484348,4976.606439001073,25.0,3.58,-0.0,0.2,creep_hold
4645.0,384.0707684526613,30.38510321871565,4976.658995065499,25.0,3.58,-0.0,0.2,creep_hold
4646.0,381.0300049515298,30.16027814455777,4976.691314047085,25.0,3.58,-0.0,0.2,creep_hold
4647.0,382.1889983798689,30.246546176286586,4976.583047563768,25.0,3.58,-0.0,0.2,creep_hold
4648.0,382.9096594964995,30.30034514788885,4976.605827009238,25.0,3.58,-0.0,0.2,creep_hold
4649.0,382.84086816450025,30.295666160333354,4976.577954239198,25.0,3.58,-0.0,0.2,creep_hold
4650.0,382.8264440155871,30.295014371524967,4976.567875671233,25.0,3.58,-0.0,0.2,creep_hold
4651.0,382.0201749392808,30.23570740290969,4976.586811698483,25.0,3.58,-0.0,0.2,creep_hold
4652.0,383.61850577943983,30.354518946625173,4976.525564765713,25.0,3.58,-0.0,0.2,creep_hold
4653.0,380.2691166783635,30.10683271691581,4976.457606826045,25.0,3.58,-0.0,0.2,creep_hold
4654.0,382.97467219303246,30.30766090318759,4976.553292928976,25.0,3.58,-0.0,0.2,creep_hold
4655.0,380.9692827033429,30.159530200247627,4976.4290246139535,25.0,3.58,-0.0,0.2,creep_hold
4656.0,381.68171467939055,30.212719605880785,4976.444772380947,25.0,3.58,-0.0,0.2,creep_hold
4657.0,382.2596401700168,30.2559455681494,4976.452632753145,25.0,3.58,-0.0,0.2,creep_hold
4658.0,383.8684134803888,30.37553062817695,4976.4700150783365,25.0,3.58,-0.0,0.2,creep_hold
4659.0,381.2718568818857,30.18360976902857,4976.418097209164,25.0,3.58,-0.0,0.2,creep_hold
4660.0,380.6603439622515,30.138729182389,4976.442939626859,25.0,3.58,-0.0,0.2,creep_hold
